Requirement,Cost,Benefit
R8863,79,27
R8864,11,50
R8865,15,42
R8866,29,0
R8867,28,61
R8868,25,9
R8869,55,7
R8870,13,68
R8871,57,25
R8872,11,2
R8873,100,61
R8874,17,84
R8875,72,33
R8876,96,83
R8877,49,72
R8878,47,52
R8879,89,98
R8880,33,98
R8881,74,38
R8882,0,65
R8883,68,91
R8884,92,94
R8885,54,75
R8886,32,5
R8887,27,48
R8888,70,76
R8889,79,3
R8890,72,93
R8891,83,17
R8892,61,15
R8893,45,87
R8894,46,5
R8895,75,96
R8896,68,63
R8897,61,36
R8898,47,2
R8899,6,82
R8900,70,83
R8901,93,45
R8902,91,37
R8903,15,74
R8904,50,2
R8905,53,44
R8906,64,50
R8907,21,75
R8908,39,88
R8909,35,79
R8910,29,89
R8911,10,18
R8912,95,87
R8913,17,64
R8914,32,4
R8915,59,54
R8916,82,15
R8917,63,72
R8918,7,74
R8919,29,99
R8920,20,5
R8921,61,51
R8922,68,96
R8923,87,57
R8924,19,81
R8925,97,56
R8926,47,21
R8927,71,38
R8928,60,14
R8929,91,75
R8930,17,1
R8931,49,24
R8932,95,94
R8933,83,59
R8934,22,31
R8935,28,64
R8936,63,15
R8937,67,20
R8938,53,82
R8939,62,65
R8940,2,54
R8941,37,72
R8942,36,44
R8943,99,76
R8944,53,69
R8945,7,84
R8946,16,13
R8947,71,85
R8948,94,66
R8949,72,69
R8950,89,4
R8951,88,41
R8952,43,70
R8953,52,86
R8954,54,41
R8955,86,81
R8956,65,23
R8957,52,77
R8958,78,95
R8959,81,62
R8960,32,12
R8961,84,69
R8962,98,67
R8963,78,80
R8964,52,23
R8965,41,4
R8966,41,57
R8967,39,65
R8968,57,2
R8969,6,87
R8970,92,12
R8971,22,25
R8972,21,28
R8973,26,8
R8974,23,3
R8975,7,74
R8976,91,50
R8977,91,12
R8978,62,54
R8979,61,12
R8980,64,73
R8981,76,50
R8982,100,4
R8983,15,99
R8984,50,84
R8985,30,5
R8986,13,99
R8987,75,26
R8988,64,21
R8989,12,66
R8990,96,91
R8991,36,59
R8992,55,15
R8993,50,87
R8994,39,29
R8995,87,38
R8996,63,25
R8997,0,53
R8998,93,68
R8999,64,22
R9000,15,62
R9001,52,30
R9002,34,21
R9003,51,56
R9004,54,32
R9005,100,85
R9006,7,12
R9007,7,47
R9008,12,15
R9009,50,73
R9010,63,37
R9011,93,0
R9012,83,86
R9013,19,5
R9014,80,58
R9015,29,44
R9016,88,50
R9017,39,22
R9018,46,71
R9019,77,35
R9020,78,36
R9021,50,93
R9022,35,6
R9023,74,60
R9024,37,3
R9025,67,14
R9026,24,92
R9027,43,81
R9028,33,2
R9029,46,99
R9030,92,64
R9031,13,34
R9032,61,75
R9033,25,4
R9034,69,52
R9035,59,13
R9036,9,18
R9037,68,76
R9038,76,54
R9039,0,94
R9040,56,88
R9041,99,28
R9042,3,9
R9043,72,17
R9044,79,39
R9045,62,65
R9046,76,38
R9047,31,20
R9048,60,49
R9049,16,23
R9050,45,60
R9051,37,11
R9052,100,44
R9053,67,55
R9054,48,48
R9055,55,99
R9056,66,74
R9057,41,30
R9058,58,99
R9059,56,24
R9060,4,12
R9061,32,40
R9062,14,85
R9063,8,4
R9064,7,3
R9065,58,100
R9066,58,19
R9067,78,12
R9068,15,70
R9069,58,1
R9070,57,37
R9071,100,87
R9072,29,30
R9073,74,49
R9074,79,38
R9075,8,28
R9076,20,25
R9077,66,80
R9078,61,76
R9079,17,75
R9080,10,62
R9081,11,52
R9082,75,87
R9083,87,42
R9084,38,81
R9085,87,67
R9086,97,9
R9087,3,79
R9088,66,33
R9089,91,44
R9090,31,70
R9091,65,3
R9092,84,20
R9093,46,47
R9094,7,84
R9095,81,34
R9096,38,60
R9097,97,74
R9098,76,14
R9099,79,97
R9100,69,5
R9101,50,85
R9102,80,58
R9103,96,81
R9104,68,57
R9105,44,23
R9106,13,89
R9107,98,13
R9108,90,3
R9109,6,74
R9110,40,54
R9111,80,95
R9112,29,37
R9113,67,85
R9114,71,42
R9115,19,72
R9116,70,26
R9117,94,87
R9118,45,41
R9119,68,94
R9120,60,14
R9121,92,68
R9122,91,47
R9123,50,28
R9124,16,19
R9125,5,51
R9126,91,77
R9127,70,94
R9128,10,59
R9129,87,37
R9130,71,59
R9131,56,90
R9132,43,100
R9133,25,61
R9134,55,75
R9135,18,19
R9136,50,51
R9137,93,4
R9138,6,51
R9139,99,53
R9140,5,97
R9141,47,84
R9142,14,61
R9143,62,96
R9144,20,64
R9145,86,62
R9146,89,53
R9147,34,71
R9148,76,4
R9149,5,17
R9150,73,4
R9151,81,72
R9152,13,43
R9153,78,33
R9154,51,9
R9155,41,78
R9156,98,75
R9157,66,96
R9158,89,36
R9159,46,61
R9160,47,61
R9161,100,0
R9162,16,30
R9163,92,40
R9164,93,68
R9165,96,94
R9166,24,49
R9167,58,85
R9168,11,22
R9169,36,80
R9170,96,2
R9171,1,59
R9172,2,76
R9173,32,15
R9174,77,99
R9175,48,32
R9176,60,93
R9177,98,80
R9178,30,88
R9179,4,96
R9180,6,81
R9181,34,86
R9182,81,93
R9183,75,15
R9184,73,73
R9185,33,71
R9186,20,43
R9187,44,21
R9188,23,19
R9189,44,15
R9190,16,45
R9191,90,15
R9192,61,44
R9193,28,42
R9194,54,30
R9195,53,97
R9196,79,1
R9197,92,32
R9198,90,6
R9199,5,54
R9200,9,17
R9201,89,28
R9202,82,55
R9203,87,69
R9204,14,12
R9205,81,3
R9206,26,19
R9207,96,80
R9208,72,20
R9209,13,75
R9210,6,37
R9211,98,71
R9212,73,76
R9213,37,28
R9214,91,68
R9215,50,27
R9216,95,75
R9217,14,55
R9218,58,71
R9219,34,14
R9220,61,21
R9221,37,99
R9222,55,16
R9223,58,91
R9224,96,69
R9225,34,5
R9226,34,95
R9227,46,6
R9228,56,41
R9229,16,38
R9230,12,58
R9231,90,72
R9232,14,49
R9233,77,75
R9234,50,94
R9235,44,37
R9236,98,81
R9237,94,91
R9238,72,23
R9239,13,57
R9240,79,65
R9241,64,27
R9242,76,33
R9243,94,36
R9244,93,18
R9245,95,89
R9246,94,1
R9247,14,2
R9248,3,82
R9249,91,29
R9250,85,1
R9251,70,75
R9252,75,59
R9253,96,85
R9254,62,31
R9255,86,81
R9256,96,93
R9257,21,19
R9258,71,46
R9259,26,33
R9260,17,59
R9261,50,35
R9262,89,15
R9263,40,85
R9264,99,32
R9265,71,97
R9266,75,49
R9267,14,41
R9268,98,87
R9269,64,32
R9270,5,73
R9271,77,53
R9272,24,32
R9273,43,0
R9274,31,87
R9275,25,42
R9276,65,75
R9277,83,45
R9278,76,63
R9279,30,71
R9280,3,67
R9281,78,65
R9282,88,14
R9283,58,35
R9284,84,38
R9285,93,9
R9286,92,3
R9287,6,83
R9288,4,91
R9289,6,44
R9290,65,48
R9291,36,40
R9292,24,15
R9293,11,47
R9294,72,57
R9295,1,99
R9296,74,97
R9297,23,29
R9298,91,47
R9299,91,22
R9300,94,56
R9301,35,22
R9302,53,73
R9303,84,9
R9304,36,5
R9305,70,26
R9306,18,51
R9307,77,79
R9308,33,46
R9309,32,67
R9310,11,33
R9311,37,1
R9312,16,34
R9313,37,8
R9314,86,23
R9315,25,61
R9316,40,20
R9317,50,51
R9318,57,70
R9319,94,50
R9320,14,85
R9321,39,4
R9322,14,84
R9323,67,25
R9324,6,59
R9325,54,64
R9326,96,30
R9327,49,64
R9328,31,30
R9329,57,56
R9330,47,33
R9331,13,78
R9332,44,53
R9333,96,90
R9334,30,3
R9335,30,58
R9336,40,29
R9337,74,24
R9338,3,78
R9339,41,98
R9340,8,89
R9341,15,21
R9342,70,52
R9343,20,34
R9344,81,50
R9345,55,54
R9346,81,45
R9347,38,20
R9348,100,52
R9349,89,63
R9350,35,39
R9351,70,17
R9352,10,13
R9353,56,25
R9354,82,84
R9355,9,23
R9356,78,63
R9357,80,100
R9358,8,1
R9359,55,13
R9360,28,83
R9361,44,97
R9362,27,73
R9363,19,83
R9364,51,80
R9365,16,70
R9366,78,86
R9367,7,20
R9368,1,55
R9369,74,9
R9370,13,31
R9371,37,47
R9372,50,91
R9373,89,12
R9374,99,18
R9375,11,99
R9376,37,82
R9377,23,4
R9378,75,80
R9379,48,54
R9380,83,14
R9381,69,99
R9382,6,99
R9383,69,74
R9384,11,80
R9385,52,78
R9386,25,29
R9387,71,59
R9388,80,48
R9389,10,3
R9390,89,38
R9391,14,35
R9392,43,28
R9393,78,13
R9394,93,88
R9395,50,33
R9396,84,38
R9397,64,12
R9398,66,64
R9399,62,28
R9400,90,68
R9401,14,24
R9402,15,24
R9403,18,11
R9404,73,8
R9405,97,74
R9406,42,44
R9407,10,27
R9408,46,77
R9409,73,67
R9410,71,59
R9411,32,100
R9412,97,100
R9413,95,65
R9414,18,8
R9415,89,66
R9416,94,66
R9417,14,32
R9418,14,60
R9419,40,24
R9420,51,99
R9421,22,7
R9422,88,78
R9423,1,25
R9424,17,45
R9425,40,49
R9426,80,80
R9427,91,86
R9428,100,26
R9429,95,15
R9430,15,15
R9431,78,9
R9432,67,48
R9433,98,99
R9434,40,89
R9435,66,37
R9436,13,96
R9437,69,22
R9438,43,9
R9439,32,94
R9440,89,24
R9441,99,59
R9442,71,84
R9443,88,37
R9444,14,11
R9445,3,93
R9446,37,100
R9447,2,93
R9448,45,72
R9449,47,22
R9450,41,25
R9451,84,88
R9452,53,66
R9453,33,84
R9454,99,27
R9455,78,40
R9456,21,65
R9457,56,52
R9458,94,13
R9459,28,81
R9460,14,45
R9461,8,6
R9462,81,91
R9463,54,22
R9464,76,21
R9465,3,95
R9466,54,90
R9467,20,80
R9468,49,90
R9469,1,36
R9470,42,34
R9471,51,75
R9472,65,12
R9473,16,23
R9474,29,18
R9475,58,66
R9476,15,23
R9477,19,77
R9478,24,81
R9479,35,92
R9480,44,10
R9481,21,44
R9482,94,13
R9483,1,24
R9484,24,74
R9485,55,73
R9486,82,48
R9487,59,73
R9488,52,34
R9489,73,97
R9490,94,57
R9491,31,99
R9492,40,3
R9493,95,58
R9494,94,36
R9495,73,57
R9496,42,67
R9497,97,21
R9498,88,44
R9499,94,20
R9500,48,52
R9501,40,88
R9502,34,82
R9503,60,3
R9504,52,9
R9505,68,17
R9506,34,75
R9507,12,70
R9508,39,32
R9509,59,30
R9510,80,49
R9511,88,44
R9512,32,91
R9513,52,7
R9514,44,14
R9515,36,1
R9516,24,35
R9517,0,98
R9518,52,1
R9519,14,51
R9520,7,84
R9521,36,55
R9522,65,13
R9523,66,74
R9524,73,54
R9525,6,61
R9526,26,83
R9527,85,93
R9528,74,47
R9529,5,28
R9530,27,63
R9531,10,93
R9532,41,79
R9533,79,10
R9534,47,17
R9535,31,49
R9536,80,33
R9537,91,6
R9538,13,30
R9539,13,5
R9540,51,99
R9541,34,37
R9542,97,89
R9543,26,19
R9544,67,4
R9545,94,52
R9546,72,2
R9547,43,29
R9548,31,74
R9549,44,70
R9550,52,25
R9551,81,30
R9552,43,7
R9553,85,6
R9554,57,49
R9555,29,94
R9556,44,41
R9557,22,55
R9558,16,89
R9559,32,43
R9560,55,39
R9561,43,67
R9562,99,71
R9563,73,49
R9564,89,55
R9565,21,12
R9566,48,21
R9567,97,24
R9568,71,56
R9569,14,44
R9570,94,25
R9571,19,23
R9572,78,47
R9573,45,61
R9574,88,58
R9575,97,94
R9576,84,56
R9577,33,10
R9578,74,15
R9579,20,95
R9580,6,60
R9581,49,24
R9582,91,90
R9583,77,44
R9584,93,74
R9585,74,56
R9586,5,37
R9587,4,61
R9588,97,52
R9589,67,44
R9590,86,10
R9591,57,95
R9592,57,44
R9593,100,5
R9594,38,74
R9595,21,6
R9596,0,11
R9597,37,23
R9598,9,34
R9599,85,10
R9600,6,53
R9601,42,11
R9602,91,60
R9603,38,1
R9604,85,95
R9605,97,79
R9606,93,76
R9607,60,42
R9608,4,65
R9609,73,47
R9610,1,19
R9611,29,64
R9612,81,45
R9613,51,36
R9614,0,90
R9615,70,10
R9616,70,61
R9617,91,91
R9618,50,70
R9619,16,49
R9620,50,87
R9621,60,85
R9622,45,93
R9623,65,43
R9624,17,32
R9625,51,3
R9626,91,32
R9627,47,25
R9628,53,0
R9629,36,64
R9630,95,26
R9631,91,80
R9632,45,87
R9633,28,81
R9634,87,52
R9635,7,19
R9636,1,100
R9637,5,40
R9638,17,20
R9639,89,44
R9640,4,13
R9641,41,34
R9642,51,38
R9643,34,69
R9644,61,18
R9645,96,45
R9646,55,90
R9647,1,100
R9648,51,18
R9649,92,91
R9650,79,56
R9651,8,46
R9652,25,22
R9653,85,83
R9654,94,27
R9655,85,47
R9656,34,12
R9657,68,46
R9658,69,3
R9659,0,43
R9660,27,35
R9661,75,7
R9662,8,50
R9663,62,9
R9664,72,83
R9665,14,2
R9666,7,8
R9667,66,74
R9668,46,4
R9669,39,52
R9670,29,71
R9671,57,89
R9672,43,29
R9673,20,7
R9674,20,2
R9675,12,85
R9676,68,90
R9677,70,20
R9678,15,28
R9679,12,96
R9680,13,87
R9681,70,27
R9682,59,12
R9683,74,89
R9684,97,68
R9685,89,96
R9686,46,23
R9687,86,40
R9688,25,85
R9689,2,67
R9690,100,2
R9691,92,1
R9692,39,15
R9693,43,98
R9694,1,29
R9695,81,82
R9696,1,89
R9697,92,26
R9698,44,1
R9699,84,67
R9700,0,72
R9701,70,50
R9702,10,54
R9703,49,0
R9704,52,22
R9705,77,96
R9706,50,25
R9707,13,39
R9708,95,59
R9709,27,33
R9710,62,48
R9711,47,41
R9712,40,35
R9713,74,90
R9714,30,79
R9715,83,96
R9716,64,78
R9717,1,50
R9718,46,17
R9719,54,9
R9720,45,57
R9721,53,32
R9722,65,26
R9723,80,98
R9724,32,11
R9725,97,94
R9726,32,97
R9727,72,87
R9728,76,31
R9729,79,31
R9730,15,57
R9731,87,11
R9732,50,73
R9733,97,7
R9734,35,35
R9735,35,26
R9736,43,80
R9737,74,19
R9738,97,43
R9739,78,73
R9740,27,91
R9741,37,41
R9742,56,16
R9743,58,83
R9744,14,3
R9745,23,7
R9746,91,27
R9747,36,15
R9748,23,21
R9749,82,25
R9750,9,26
R9751,93,89
R9752,90,25
R9753,1,46
R9754,0,2
R9755,56,89
R9756,55,82
R9757,88,74
R9758,27,31
R9759,33,69
R9760,54,69
R9761,73,97
R9762,75,83
R9763,70,64
R9764,46,77
R9765,17,85
R9766,76,50
R9767,31,76
R9768,79,22
R9769,13,78
R9770,21,100
R9771,83,67
R9772,91,94
R9773,93,73
R9774,92,6
R9775,35,36
R9776,100,61
R9777,17,24
R9778,68,28
R9779,39,7
R9780,18,85
R9781,25,89
R9782,22,72
R9783,9,16
R9784,62,71
R9785,21,56
R9786,84,92
R9787,18,69
R9788,4,3
R9789,10,28
R9790,92,84
R9791,24,47
R9792,24,26
R9793,15,21
R9794,84,76
R9795,66,46
R9796,60,22
R9797,63,53
R9798,96,41
R9799,52,97
R9800,2,44
R9801,4,61
R9802,15,4
R9803,45,47
R9804,77,12
R9805,70,68
R9806,69,97
R9807,21,13
R9808,16,86
R9809,28,30
R9810,24,4
R9811,70,47
R9812,67,87
R9813,92,57
R9814,64,23
R9815,39,85
R9816,33,13
R9817,36,70
R9818,86,20
R9819,36,53
R9820,21,36
R9821,27,44
R9822,14,56
R9823,83,46
R9824,8,59
R9825,51,73
R9826,77,25
R9827,79,32
R9828,93,20
R9829,94,68
R9830,72,80
R9831,96,93
R9832,23,92
R9833,51,84
R9834,39,39
R9835,19,99
R9836,11,61
R9837,25,10
R9838,67,8
R9839,94,1
R9840,47,52
R9841,29,63
R9842,80,84
R9843,73,83
R9844,25,28
R9845,93,92
R9846,27,66
R9847,85,45
R9848,86,71
R9849,45,11
R9850,8,67
R9851,43,69
R9852,80,41
R9853,16,22
R9854,2,13
R9855,33,96
R9856,61,13
R9857,47,58
R9858,46,75
R9859,40,85
R9860,85,82
R9861,45,70
R9862,39,48
R9863,41,20
R9864,26,18
R9865,40,21
R9866,94,61
R9867,12,58
R9868,5,25
R9869,9,80
R9870,67,87
R9871,62,45
R9872,58,22
R9873,67,84
R9874,61,42
R9875,44,59
R9876,62,99
R9877,75,35
R9878,22,30
R9879,78,6
R9880,60,24
R9881,97,58
R9882,84,46
R9883,51,93
R9884,1,60
R9885,58,73
R9886,66,53
R9887,45,84
R9888,22,70
R9889,70,91
R9890,24,11
R9891,54,24
R9892,6,32
R9893,8,43
R9894,25,43
R9895,86,89
R9896,12,10
R9897,11,55
R9898,14,59
R9899,34,70
R9900,63,19
R9901,71,42
R9902,71,83
R9903,97,71
R9904,16,46
R9905,11,60
R9906,81,30
R9907,71,59
R9908,15,70
R9909,22,94
R9910,12,6
R9911,82,22
R9912,82,58
R9913,98,9
R9914,98,81
R9915,57,90
R9916,98,49
R9917,29,80
R9918,36,24
R9919,28,3
R9920,35,51
R9921,20,7
R9922,20,42
R9923,36,50
R9924,49,19
R9925,58,35
R9926,16,81
R9927,23,68
R9928,55,30
R9929,59,24
R9930,91,10
R9931,29,66
R9932,17,1
R9933,58,80
R9934,80,59
R9935,18,89
R9936,4,78
R9937,45,31
R9938,69,2
R9939,37,45
R9940,7,88
R9941,18,56
R9942,36,63
R9943,30,11
R9944,20,47
R9945,4,11
R9946,4,61
R9947,12,1
R9948,99,10
R9949,37,55
R9950,34,51
R9951,49,91
R9952,9,87
R9953,97,24
R9954,82,64
R9955,10,24
R9956,35,20
R9957,53,60
R9958,8,79
R9959,67,82
R9960,26,54
R9961,91,26
R9962,46,53
R9963,44,72
R9964,25,44
R9965,6,0
R9966,26,51
R9967,2,0
R9968,50,19
R9969,89,3
R9970,98,66
R9971,16,14
R9972,88,46
R9973,4,90
R9974,58,7
R9975,78,23
R9976,41,9
R9977,45,36
R9978,2,71
R9979,44,70
R9980,44,76
R9981,35,10
R9982,36,34
R9983,61,16
R9984,30,69
R9985,39,68
R9986,19,26
R9987,66,13
R9988,90,29
R9989,12,6
R9990,18,42
R9991,11,93
R9992,33,68
R9993,9,46
R9994,32,88
R9995,40,3
R9996,52,74
R9997,91,52
R9998,72,54
R9999,55,12
